series_code,series_name,series_kind,number,player_name,team,position,variant,print_run,scarcity,requestable
GOLD,Gold,parallel,G36,,Real Oviedo,,gold,100,4,false
GOLD,Gold,parallel,G37,,Real Sociedad,,gold,100,4,false
GOLD,Gold,parallel,G38,,Sevilla,,gold,100,4,false
GOLD,Gold,parallel,G39,,Valencia,,gold,100,4,false
GOLD,Gold,parallel,G40,,Villarreal,,gold,100,4,false
LEG,Leyendas,limited,LE1,,Barcelona,,,500,4,false
LEG,Leyendas,limited,LE2,,Espanyol,,,500,4,false
LEG,Leyendas,limited,LE3,,Levante,,,500,4,false
LEG,Leyendas,limited,LE4,,Rayo Vallecano,,,500,4,false
LEG,Leyendas,limited,LE5,,Real Oviedo,,,500,4,false
LEG,Leyendas,limited,LE6,,Valencia,,,500,4,false
LEG,Leyendas,limited,LE7,,Athletic Club,,,500,4,false
LEG,Leyendas,limited,LE8,,Celta de Vigo,,,500,4,false
LEG,Leyendas,limited,LE9,,Getafe,,,500,4,false
LEG,Leyendas,limited,LE10,,Mallorca,,,500,4,false
AUTO,Autografos,autograph,A1,,Elche,,,25,5,false
AUTO,Autografos,autograph,A2,,Mallorca,,,25,5,false
AUTO,Autografos,autograph,A3,,Real Oviedo,,,25,5,false
AUTO,Autografos,autograph,A4,,Alaves,,,25,5,false
AUTO,Autografos,autograph,A5,,Elche,,,25,5,false
AUTO,Autografos,autograph,A6,,Mallorca,,,25,5,false
AUTO,Autografos,autograph,A7,,Real Oviedo,,,25,5,false
AUTO,Autografos,autograph,A8,,Alaves,,,25,5,false
AUTO,Autografos,autograph,A9,,Elche,,,25,5,false
AUTO,Autografos,autograph,A10,,Mallorca,,,25,5,false
AUTO,Autografos,autograph,A11,,Real Oviedo,,,25,5,false
AUTO,Autografos,autograph,A12,,Alaves,,,25,5,false
